"hX","hT","hx","ht","iter","nX","nT","pX","pT","sd","Ixx","Itt","Ixt","IXX","ITT","IXT"
0.359001899960739,0.0893127230420509,0.388810966687108,0.087019315212717,NA,420,252,2,6,1.77550981100649,NA,NA,NA,3.9329132831662,1026.71057683206,-52.250553362421
0.0975487656563048,0.0518923453190924,0.0988403947657837,0.0541287515863458,NA,459,522,6,8,0.513010728638619,NA,NA,NA,18.3212353005699,228.785590554365,41.107522135897
0.245703924512155,0.0389193487566107,0.221482110755239,0.0417100002603351,NA,422,589,2,8,0.856158641166985,NA,NA,NA,0.582368045856904,925.089289067974,18.9438370994509
0.13173172166201,0.082646467174841,0.13197097676406,0.0852978006799187,NA,588,114,4,6,1.02736110240221,NA,NA,NA,53.9399080516755,348.156492022551,15.4784630845371
0.109900761016852,0.0954818886557548,0.116918223812958,0.0939679559620683,NA,434,290,5,3,0.548799637239426,NA,NA,NA,11.448360956942,20.0938015775675,10.7193538032211
0.160912410621934,0.0614810793553949,0.159470588961545,0.0638330646129541,NA,260,578,4,7,1.67423729412258,NA,NA,NA,30.6107959633883,1436.37174474917,31.1029108709314
0.206723473551905,0.242948482909027,0.170635243065705,0.226675374942165,NA,336,233,2,2,0.641852360218763,NA,NA,NA,3.34858721112303,1.75535121230249,-1.90521625118257
0.190536173061741,0.175604390265797,0.172572450597843,0.167735172381821,NA,191,572,2,4,1.14452935010195,NA,NA,NA,30.3808669364125,42.1083706657123,-31.7660055961734
0.0729793699778907,0.0964880601667613,0.0701997244865323,0.11456615729171,NA,398,165,6,8,0.985401540528983,NA,NA,NA,939.132263001142,307.349774520234,-7.91233332577209
0.0470809633401277,0.100132377272668,0.0524291637325516,0.0960292580649788,NA,594,118,8,2,0.0883482112549245,NA,NA,NA,47.2136349967458,2.30754772683788,2.84731279308546
0.0497826325911874,0.108209324155924,0.0509356049466736,0.106512750321322,NA,101,491,8,3,0.402082951273769,NA,NA,NA,634.812956829436,28.4379627180774,126.313913935358
0.0998472146869914,0.0363169568431745,0.101767059991372,0.0375543388711687,NA,484,539,3,7,0.318611204158515,NA,NA,NA,24.3253712188519,1389.84220109906,-81.859071605155
0.201803543990248,0.0860016780588569,0.200463884238566,0.0890608065464967,NA,247,211,3,5,1.75211394857615,NA,NA,NA,13.0272558356015,394.948434390347,69.1139237469125
0.0670143530906193,0.0606693102387882,0.0676316075777622,0.0598185487095273,NA,589,427,5,4,0.415747797582299,NA,NA,NA,64.6730750162185,96.2761244410002,48.9135044134301
0.0515020286189383,0.136952441763462,0.0541270988898154,0.133924545311805,NA,575,519,7,2,1.31451240042225,NA,NA,NA,839.638205167347,16.7923089424288,87.5163016417128
0.125951289496738,0.0768060385116562,0.123335544251824,0.0801115263136295,NA,106,565,7,8,1.74780224589631,NA,NA,NA,145.031268200299,1048.79511161558,314.251502481365
0.0424915126430576,0.0282139606112019,0.0427569652063336,0.0282508261794984,NA,467,393,6,8,0.191271993331611,NA,NA,NA,333.04755951261,1713.40014594924,690.670777359403
0.091440041934467,0.544130261922519,0.0682077398744391,0.414767644838447,NA,216,216,7,2,1.56552293058485,NA,NA,NA,3403.88785561967,2.71462215859487,-90.7955330378241
