"a_lag11","a_lag01","a_lag10","b_lag11","b_lag01","b_lag10"
-0.0672406084702381,0.532308223847862,0.300648907090022,-0.0585517059242558,0.163649287023266,0.191924921189277
-0.03356921979046,0.54265296353282,0.314408779873145,-0.0872822128962979,0.151146418731226,0.180735418272112
-0.0959989850266352,0.48691011110982,0.262506342099111,-0.0825391226120531,0.195297381497034,0.241810469959696
-0.0357207624880083,0.516500346084317,0.296009309861583,-0.0791245273256438,0.159923297542123,0.190925436650328
-0.0244019633593195,0.490655144095267,0.321518278199011,-0.0474776824884215,0.185405528941744,0.175349008413515
-0.0258546366604545,0.523130935737466,0.316760413681897,-0.0885706781386632,0.175119246158085,0.159926952059053
-0.0229870100258537,0.513079422397576,0.278444099409646,-0.116047775612305,0.172060272733369,0.219987637583036
-0.0347549264463447,0.50144899781544,0.324645272378059,-0.0937880206907086,0.176956637973914,0.163337268577589
-0.0440606750167783,0.529724354376353,0.303868425168844,-0.0560110757152396,0.158809701426545,0.204060872226193
-0.0100288827542881,0.502285158135372,0.317613034781515,-0.086682871328038,0.169878000766693,0.182688269133018
-0.0493990868415432,0.493478035594502,0.308410246757455,-0.085137584249772,0.19644899786804,0.201392365680646
-0.0504290663430299,0.496442274452501,0.315433697212042,-0.0695699507428815,0.191440888778412,0.182404792336753
-0.0314713107804539,0.512455857671656,0.348910416499865,-0.0595849536162425,0.173651395764512,0.146506997451096
-0.0173273084351972,0.540440234701646,0.318405417652313,-0.0784173211256746,0.13244531532863,0.168859136664561
-0.0297335387997302,0.5428621609761,0.302002371777563,-0.074224412705308,0.135629587672657,0.200161570868345
-0.0566647233239066,0.490759947921366,0.311835423356744,-0.0647818914433505,0.201116711508366,0.165735635361806
-0.032285923119664,0.510121858689361,0.298787757945745,-0.0691253366986663,0.181711264223278,0.186784312102994
-0.0345254066076784,0.501252694492726,0.310334200853974,-0.0959327209916555,0.187068206629138,0.181297979132329
-0.0511215000747584,0.532407193662476,0.25981050656435,-0.0817778593704943,0.157049286523211,0.235626915218449
-0.0919695758880332,0.519382544633376,0.279057722372176,-0.0383722137090094,0.175893524491385,0.205247816081062
-0.0124115663692411,0.514719809489477,0.302588360178054,-0.0997701599060201,0.184201415838416,0.195308450615053
-0.0188838269017759,0.530153049573467,0.312385219432367,-0.0951216650006643,0.178363505998458,0.18422347499895
-0.0467124339790346,0.513150625798094,0.288160204978247,-0.077325284256856,0.186184849636561,0.212972294686429
-0.0294079116357528,0.498797421688073,0.304969471918994,-0.0813401954682911,0.188430414594187,0.210347301103926
-0.0562603676947412,0.518957511920948,0.288692494926171,-0.0543550930178185,0.172997070256507,0.216554672437098
-0.00918872404274107,0.547869786214037,0.30994081488885,-0.0833034747455874,0.150275113246159,0.187563298109674
-0.0247046563186297,0.502066926886874,0.322808029199531,-0.0793833079016948,0.197657568788702,0.167334139589716
-0.0233562675991391,0.517385126050844,0.308852795873611,-0.065724527135982,0.187069914397456,0.181131927211975
-0.00831201680451724,0.505120863556927,0.293244450760909,-0.096715253071774,0.174524852681287,0.224218759157047
0.00337948755840895,0.520279359135557,0.318579673091712,-0.109571356047155,0.174288418096141,0.180939278136374
-0.0289939668309753,0.497349153303743,0.303662759866929,-0.0835198667907158,0.207253140971095,0.196748166392049
0.00424453261334044,0.548125735073989,0.282733207842582,-0.0914650697225005,0.137817735869706,0.211901262711954
-0.0372752127818598,0.497386318714751,0.305331644619335,-0.0970091355003384,0.187796780659835,0.193499077576269
-0.0727910076130333,0.501511256549021,0.270716399172064,-0.0642685024047843,0.187725170177655,0.221768067042516
-0.0257732857482323,0.486141446635029,0.297601147374605,-0.0924275556143175,0.212472711094243,0.197038604379026
-0.00610819721057589,0.504115854048136,0.320288690741156,-0.0814639474711157,0.188060789347054,0.175953926748896
-0.0161012404112421,0.514945574745378,0.299485114553286,-0.102347784690531,0.168610196644818,0.202299365866773
-0.0368414032253792,0.478157782136244,0.307251179118437,-0.0901626005572309,0.208504395673567,0.201166436650179
-0.0240068031411872,0.484792292201425,0.334459978439808,-0.0901181261820137,0.212543935589323,0.1636864276099
-0.0553805265836536,0.537596044232863,0.250219542447225,-0.0904941718256397,0.14724428778064,0.248560160657212
-0.00372914075088689,0.517785320124598,0.335786355019368,-0.103433405392927,0.181514347871101,0.158647161790383
-0.0458813243738653,0.497274884832559,0.312703636873808,-0.0662965660917691,0.185283000947077,0.186183991838454
-0.0543830854655255,0.537269137175558,0.295240308902067,-0.0764244459370917,0.163452896108277,0.223757307554004
-0.0742114214649816,0.496435852695779,0.264263727070604,-0.0719839177986137,0.190175056001728,0.253093340204354
-0.0360885054943241,0.498099083797007,0.319156010056196,-0.0725677459188399,0.177229229812851,0.168498794049592
-0.0353432226503823,0.499509960511031,0.286667260613148,-0.107216713642818,0.18944427863667,0.211371596615322
-0.0615346335296319,0.486860373154692,0.285140196460694,-0.069580657918108,0.200483253182527,0.210360968768115
-0.084096743957554,0.495727548113991,0.2473756211382,-0.0987207661999529,0.201417625695416,0.257071486786989
-0.0413609747173644,0.505020938442553,0.314716607939833,-0.0816759709767185,0.179814906281195,0.184271142092583
-0.0549722926338898,0.508294872237405,0.31561334510618,-0.0793555938711281,0.188464390974211,0.192461142196745
0.0143510246017964,0.528702562416544,0.320483580412759,-0.0913593210060899,0.175553193843279,0.174620186358529
-0.00946519665546411,0.49130127656035,0.318546442029858,-0.0811877149871455,0.197511873555231,0.180058232668658
-0.0672821204114924,0.500097286122896,0.290303635335916,-0.0680648795510022,0.188043785623694,0.20404264761262
-0.0529195277251089,0.518586737012719,0.28019320875108,-0.0745130111352185,0.162527937683726,0.220504826140522
-0.0370194411667838,0.542284893243005,0.294648371489712,-0.0789965675523278,0.156024756935328,0.195813603041239
-0.0336847770662928,0.555407311952176,0.303338843452601,-0.0691801510470598,0.131404893573731,0.191949366223472
-0.0533807100164878,0.487731973754205,0.296619976802997,-0.0572566105460735,0.198328164119279,0.194544437871079
-0.0503551498644817,0.517888387737392,0.297540879690758,-0.0545256837777353,0.1656198788031,0.183068405334547
-0.0809900068461791,0.505155137723116,0.28442571475393,-0.0467406005004933,0.173892029608055,0.211284579015028
-0.0440380373121911,0.49404965614602,0.293743227949156,-0.0663054308602099,0.176619637720941,0.191073939091356
-0.0447022615834557,0.538158878173639,0.273789106284756,-0.0841713367030957,0.16694106103168,0.217067440915875
