"hX","hT","hx","ht","a","b","c","nX","nT","sd","iter","time"
0.0434897559477515,0.0330577849847603,0.0443269100846899,0.0347203587915007,2.45,3.25,1.66089525213465,1597,1751,0.736588314641267,4,50.6082818508148
0.157627662531341,0.0114626643345782,0.147919727996028,0.0128685184354234,0.3,4.3,0.059023592621088,1779,869,0.121300445171073,6,57.945652961731
0.0262092516104056,0.0871444249813096,0.0281972890769918,0.086453712591471,3.2,0.95,0.602578992955387,1558,796,0.453801410505548,6,30.4238259792328
0.0345861547873306,0.0268774770802629,0.0359442220568323,0.0279823113825541,2.95,3.8,0.816585044842213,1797,1941,0.709476644638926,4,61.7478909492493
0.42120827078487,0.0633117295419598,0.14942235973282,0.080765826622347,0.05,3.35,1.59165857918561,695,1799,0.830733708571643,5,37.6443989276886
0.0264124158268508,0.132701715417185,0.028382410270086,0.124262278041128,3.5,0.6,1.22311399970204,726,1029,0.458268991671503,5,13.8779699802399
0.0142275365655276,0.0110292578842343,0.014729743345796,0.0116303209926092,3.4,4.4,1.36915454966947,1093,1471,0.039418260101229,6,20.6242690086365
0.0286899124344725,0.0425484809686229,0.0306628271788331,0.0447668242155357,4.6,3.1,0.617592103779316,746,1099,0.667853098828346,6,14.3921308517456
0.0277965407134018,0.0627987225685084,0.0292821131641602,0.0627058320634324,3.55,1.55,0.726012875791639,1958,1976,0.963704811641946,4,87.2755439281464
0.0364647480994851,0.0233165320735833,0.0371606730876681,0.0253212039901299,2.65,4.15,0.304038768168539,1231,1901,0.545940787298605,5,45.8721489906311
0.0253281802752812,0.0833824901850966,0.0268859047585089,0.0833094339394502,3.25,0.95,1.10912483604625,1122,1751,0.475605779327452,5,53.7388060092926
0.0757036961247416,0.0522413688784801,0.075768027729049,0.0540092358953605,2.15,3.15,1.60326913092285,517,640,0.981080767698586,4,2.80873990058899
0.0652830149917694,0.084921893457046,0.0659141898226919,0.082089860927321,1.85,1.35,1.93784215906635,519,1362,0.88630548142828,5,14.7736639976501
0.0140559116401994,0.0991140969736737,0.0149651250905327,0.0973151703110561,4.95,0.5,1.88423776580021,1218,888,0.151309070875868,5,18.310045003891
0.0264831273871377,0.132595579125848,0.0287678938432673,0.12223913602542,3.15,0.5,1.3216362609528,696,1451,0.384550628950819,11,66.7131061553955
0.0561520392686501,0.0110833896507062,0.0557334243285612,0.0116766964796817,0.7,4.15,1.77056954428554,1360,1582,0.0743541726842523,4,29.847090959549
0.022643744983151,0.0822295100439817,0.0239803811295691,0.0818214072207879,4.7,1.2,1.72677747579291,1127,1427,0.585146510740742,5,37.5921359062195
0.00573011912766356,0.00698935906806081,0.0062381431146391,0.0075763076935251,4.7,3.85,1.15995148476213,1431,1364,0.00722792744636536,4,13.1445100307465
0.0428117952220266,0.08168805141942,0.0433082380408496,0.0798006491272304,1.25,0.6,1.58054908411577,1463,1412,0.260578190209344,6,74.8156039714813
0.0566223449524077,0.0792113285890837,0.0575249139922568,0.0799677026155719,1.7,1.2,0.624065534677356,1665,632,0.759447880089283,10,58.7088351249695
0.133691186156315,0.0227239502922305,0.123473411097123,0.0249825959696967,0.6,3.55,0.0523344073444605,1892,780,0.646898026578128,6,55.9843769073486
0.0194920452735943,0.0645947861725903,0.0210655347085828,0.0654254688691643,4.5,1.35,0.240051176864654,822,620,0.245052986545488,5,5.63802099227905
0.106934271475613,0.0841888336941968,0.101989739754124,0.0853738620174812,0.7,0.9,0.257350254338235,671,851,0.614252597093582,6,13.8235719203949
0.0418665070326701,0.034863730423133,0.0424157905514709,0.0366541328222443,2.7,3.25,1.76108070695773,1756,1648,0.849892659112811,4,52.0860660076141
0.0384219198078221,0.0736075008239232,0.040178550753822,0.0739889204838476,2.4,1.25,0.161618152167648,764,816,0.441747232107446,6,11.7128779888153
0.0300258119280302,0.0550951977214479,0.0323210985215574,0.0567836586620761,4.15,2.25,0.731578207574785,701,1158,0.650166275445372,6,16.0334541797638
0.0104735302569305,0.0390120768423313,0.0111480754019934,0.03895402585129,4.25,1.1,1.1059885006398,1260,1400,0.0556518093217164,5,26.5976650714874
0.0404453270987087,0.0150225100564435,0.0403781472494788,0.015654223219867,1.05,3,1.46266121836379,1485,546,0.0452517580706626,4,8.32901406288147
0.0611144364664867,0.0296582372911844,0.0645143525990092,0.0308560924930219,2.35,4.85,0.196998871397227,884,740,0.934468062128872,4,6.44881796836853
0.0344965635648981,0.057704784164289,0.0352030949462722,0.0574962277143937,2.7,1.55,1.90207634912804,1613,1733,0.648123667342588,4,55.6285078525543
0.0285182315157916,0.0235101901963247,0.0299493621838293,0.0256345613975879,3.5,4.25,0.497916362714022,1481,1106,0.406160544371232,4,18.8381369113922
0.0321954585382678,0.0464848484069478,0.033640637727139,0.0484755604857787,4.65,3.2,1.69706447934732,904,528,0.606172295985743,6,6.35502004623413
0.0568051966785116,0.0259356376251063,0.056949767220465,0.0268663282365532,1.25,2.9,1.54465598985553,917,1134,0.21726019657217,11,42.1937470436096
0.0442487932403891,0.0247516614129731,0.0444464460390562,0.0259953179774567,1.7,3.1,1.54159518703818,1762,1374,0.318862271960825,4,38.27450299263
0.0313240683874588,0.116015356183153,0.0329073319445246,0.111205371299129,2.8,0.7,0.941122868098319,1697,1776,0.960100712953135,5,103.43638586998
0.00998560767923091,0.00965304677721401,0.0157677967295068,0.015219562080771,1.3,1.35,1.40697746444494,1206,549,0.0013960818760097,4,4.70156192779541
0.0431820857209694,0.0272711714644433,0.0447193821724829,0.0284424291453723,2.45,3.9,0.664560069330037,618,1047,0.37589547643438,4,5.51548504829407
0.0250061444561176,0.0335513296629947,0.026874987705189,0.0357955176644358,4.5,3.35,0.585081992205232,566,1936,0.463301847456023,4,12.9753389358521
0.0488530722571101,0.0104799217110471,0.048740826682314,0.0111367005716877,0.9,4.45,1.24572652112693,502,926,0.0361984267365187,4,2.74582815170288
0.0470282647494958,0.0470282647494958,0.0481600197334706,0.0479803181104935,1.85,1.85,0.354808469302952,553,1049,0.369120214134455,5,7.8552348613739
0.0408856651648498,0.0554751103291703,0.0412314373864854,0.0562621229056181,1.35,1,0.405185240320861,1786,1212,0.263441764749587,4,38.2843551635742
0.025594773924477,0.0226074039392239,0.0275328922721379,0.0238120834768942,4.15,4.7,0.874347846955061,1611,1188,0.435794090153649,7,46.9248290061951
0.102863180064757,0.0332270380729432,0.0993598276512186,0.0351034875846439,1.05,3.5,1.67290364485234,674,1736,0.827507270034403,5,26.5279729366302
0.0200977862288776,0.0896694618195051,0.0211555431235049,0.0889233834576011,3.7,0.8,0.716958707198501,1381,1847,0.473597846226767,5,76.8790459632874
0.0343598035298889,0.032207283836462,0.0357945779873894,0.0334238031901891,2.25,2.4,0.0717909461818635,1127,685,0.226841961732134,5,9.75097703933716
0.129874087666195,0.0503431116190391,0.117897201003817,0.0535621369220658,0.35,1.35,1.50505637330934,815,1850,0.347149142064154,5,41.1346700191498
0.141521653511489,0.0383306770599997,0.129200924001749,0.0418154432658747,0.45,2.05,0.943408943712711,1940,1685,0.799443125259131,6,165.93199801445
0.0425512329128704,0.0368072255661274,0.043492187555845,0.0375752381576353,2.15,2.5,1.73016032017767,655,994,0.272290451219305,5,8.17570400238037
0.0243308334793325,0.057781956465724,0.0254587024031124,0.058488595806765,3.7,1.55,0.270649502985179,1129,1104,0.457103262189776,4,15.2791318893433
0.048549848225763,0.0468642321026091,0.0498983663617773,0.0472547913704651,2.7,2.8,0.65748443454504,739,1097,0.930130051448941,4,9.17207288742065
0.0658799582183083,0.044694982084967,0.0660751113591518,0.0453672087044165,0.85,1.25,0.749433452263474,713,1372,0.20439687371254,11,48.5553569793701
0.0604927481170467,0.0462015457098583,0.0620359402813662,0.0477830402963507,1.95,2.55,0.431110644713044,601,1719,0.9626803859137,4,14.8719220161438
0.0479673249883482,0.024099093170623,0.047715172497769,0.0258905211741828,1.6,3.2,0.336574866902083,1189,1126,0.302310798084363,4,16.1603150367737
0.0782992485508574,0.0220479279530811,0.077468831836612,0.023808508401702,1.1,4.2,1.7198610776104,663,857,0.252441018819809,4,5.16956806182861
0.0312888580314785,0.0588768644018856,0.0339224333014252,0.0615046901053189,4.35,2.3,0.741862395312637,1121,544,0.710582017432898,4,5.8085880279541
0.0399103160363266,0.0247464578220616,0.0425415990519185,0.0262169620657036,3.1,5,0.0994105339050293,1755,584,0.653256297810003,9,35.5557379722595
0.03365863136721,0.0388727536416021,0.034497699291735,0.0400078868322382,2.55,2.2,1.21885054931045,1535,619,0.281142657622695,6,18.2022609710693
0.0464687788426171,0.0280986940859447,0.0476599897678812,0.0301855012221755,2.5,4.15,0.552100383676589,1635,892,0.721214196179062,5,27.5816609859467
0.023190765282404,0.0262664170475547,0.0245856192778209,0.0286554049475805,4.7,4.15,0.215482831466943,1586,516,0.351554413558915,9,19.4298930168152
0.020312086527357,0.0426565871515189,0.0223048070226146,0.0434795191167979,4.2,2,0.0476204906590283,1468,1215,0.387361202156171,5,30.8734338283539
0.0456391477822192,0.0420925594071146,0.0477437802957925,0.0429789883978869,2.35,2.55,0.459238983225077,1427,1652,0.962126451544464,4,42.2378461360931
0.0243980633333997,0.0274161814381998,0.0264689359647971,0.0291374745610835,4.55,4.05,0.112507512327284,1817,981,0.577330856118351,4,21.8820939064026
0.0406000684633942,0.162877879671097,0.0441163888661178,0.134938862649458,2.45,0.45,1.4636152619496,1519,1106,0.891446009743959,5,45.7724080085754
0.016338532456613,0.0603654265531662,0.0174699659026906,0.0604424441128986,4.15,1.05,1.58434436842799,1670,1805,0.243455695221201,5,76.4282319545746
0.0332263543125651,0.0548654362448698,0.0348899130666745,0.0558448486760576,3.25,1.95,1.46432365430519,1954,1865,0.993263327982277,4,79.4281549453735
0.0395846832091985,0.0412610690596679,0.0406288258613757,0.0432726049440767,2.45,2.35,0.503232987131923,1141,951,0.479924060869962,4,12.8089699745178
0.0341083953606355,0.0562261031652321,0.0357138622622115,0.0574765459955693,3.5,2.1,1.47001776937395,1384,509,0.542880099033937,4,7.37826800346375
0.0285789385157756,0.187599545456887,0.0320594693904577,0.153381064079247,3.5,0.3,1.34046254726127,1284,1997,0.730864471988752,9,205.898005008698
0.0433793118275082,0.0705936587922592,0.0449192682046017,0.070452350936223,1.95,1.15,1.29384172614664,1900,1744,0.744658056879416,5,110.586918115616
0.0307123771906619,0.0255081040834388,0.0316402552799995,0.0274266874832105,3.65,4.4,1.31571999797598,697,1571,0.399798160884529,11,39.1912508010864
0.0312943079784894,0.138547360696064,0.0325355889331329,0.124310123512779,2.55,0.25,1.83781669195741,1623,1215,0.282540259649977,6,69.4850058555603
0.0116914549626793,0.0292393888859943,0.0123694645469523,0.0293905346896778,4.35,1.7,1.47489911783487,1002,984,0.0501991685014218,4,7.65721988677979
0.0672160002705226,0.022490189987148,0.0684665186701952,0.0236328536309245,1.2,3.6,0.216642608866096,1895,1561,0.552307166857645,5,84.1037199497223
0.0368983109623763,0.0404048484584504,0.038668325521126,0.0420470925495493,4,3.65,0.345313413999975,736,669,0.770506885368377,4,3.92035698890686
0.0311141568318193,0.0254152702389224,0.0321402464705355,0.0268873345375893,2.9,3.55,0.0228428300470114,1723,649,0.34348440147005,4,12.2948410511017
0.0273281672766369,0.0617872296589141,0.0294146889719027,0.0622565531648288,3.4,1.5,0.139914700295776,1881,1758,0.858355982694775,4,67.9994289875031
0.0280735875640097,0.0298791530154626,0.0300432837736779,0.0309987501383201,4.15,3.9,0.970934909768403,923,1925,0.596239919075742,4,23.5102849006653
0.0409624700135377,0.11891287921684,0.0422637893403735,0.112804047850643,2.5,0.75,1.9206018303521,946,961,0.681317445589229,6,23.483993768692
0.0241757259964985,0.0241757259964985,0.0245775912387042,0.0245976530316816,1.8,1.8,0.10852859262377,1658,1418,0.102995635708794,4,30.2575449943542
0.0245690046988424,0.0287187368715139,0.0258830751784627,0.0299025049786346,4.05,3.45,1.74407189013436,1175,1179,0.311447254614905,4,14.7886140346527
0.114698555759158,0.0159796970914561,0.108538250898461,0.0170056450354876,0.35,3.8,1.09495231555775,548,1614,0.113544807536528,5,12.9686348438263
0.0347090580404118,0.0483985235774515,0.0354379402893353,0.0495286201393762,2.65,1.9,0.519651291426271,1942,1863,0.851384083740413,4,75.6708269119263
0.0303104677970976,0.135979256548137,0.033267964101584,0.123845363873647,3.35,0.7,0.894637167919427,747,1497,0.824698938289657,5,27.5341970920563
0.0407596837119915,0.0162847258928007,0.0407605948763898,0.0176232669187048,1.7,4.3,0.84574431553483,1337,1294,0.196119875181466,5,27.824138879776
0.050012092094056,0.0365085986018034,0.0519150490510701,0.0384532226198277,2.25,3.1,0.9358562794514,1557,652,0.609542607562616,5,18.4242310523987
0.0535713018822969,0.0439666210856891,0.0547726907634435,0.0446220284611659,2.15,2.65,1.80629703961313,764,1628,0.737944724038243,5,24.3940880298615
0.0418184282145399,0.0567190088347145,0.0437955216040839,0.0566459400046207,2.05,1.5,0.411402751691639,1496,1428,0.655309372348711,4,38.1567940711975
0.0200032370462848,0.0265168268325328,0.0212792574179379,0.0277610641591189,4.05,3.05,0.934847940225154,1073,526,0.128883698722348,5,5.14333200454712
0.191326831543569,0.0891908756986803,0.124929065389822,0.0966228792745912,0.35,1.05,1.13649994274601,551,1843,0.955655893310905,6,39.6394591331482
0.0258360062529507,0.0937174732875877,0.0277170205103294,0.0930512568806636,5,1.35,0.702530701644719,769,1064,0.846674097236246,5,14.7460649013519
0.121245647650852,0.0401531885100247,0.11422675240286,0.0413893047113295,0.45,1.6,0.678519442677498,1784,1003,0.419663128908724,6,71.5563931465149
0.0132559138479063,0.0234981294177487,0.0138756692871452,0.024212142634304,3.9,2.2,0.0110951033420861,1955,1765,0.119020925601944,5,61.6847009658813
0.101470396511032,0.0223340144072936,0.0993451544020648,0.0241552609356895,0.7,3.2,0.11505482904613,1615,1646,0.575181394582614,6,102.140724897385
0.0245786815083983,0.0231400825890843,0.0260161910650856,0.0254742025722917,4.05,4.3,0.314313753508031,1521,1121,0.391530213644728,4,19.2047839164734
0.0284523848783624,0.110500254764471,0.0305408577911636,0.109146613149731,4.4,1.05,1.69469421217218,635,664,0.54503487679176,5,5.21121501922607
0.0282061623452936,0.0192049839309823,0.0297278468927492,0.02030436918042,3.35,4.95,1.47311435686424,1833,1521,0.365378027781844,4,39.0795969963074
0.0199462410749873,0.126304161393958,0.0210195257286017,0.121319266518309,3.75,0.2,1.95010826038197,1052,1733,0.139219142962247,6,66.9800128936768
0.0384038471316403,0.0486914785306646,0.0398823098608719,0.0505876150432334,3,2.35,1.00091694574803,1761,1217,0.933391285594553,4,36.6741561889648
0.031836832389209,0.0418683055042633,0.0332099091549642,0.0434875862680295,4.75,3.6,1.29122037440538,1259,652,0.831873925635591,6,14.1405370235443
0.0114340954012757,0.0462385525421509,0.0121633099265867,0.0463510260374114,4.5,1.1,0.536463836673647,1447,545,0.0641472295392305,4,6.19061398506165
0.032810716767054,0.0831833173472134,0.0344013430374499,0.0834068809348147,2.95,1.15,0.506665517110378,1035,1059,0.60817117523402,5,21.6439971923828
0.0302140301776945,0.0700971038110768,0.0322357260944663,0.0701723158090161,3.35,1.4,1.19326031208038,1576,1220,0.684355140896514,4,31.8912019729614
