"hX","hT","hx","ht","iter","nX","nT","pX","pT","sd","Ixx","Itt","Ixt","IXX","ITT","IXT"
0.359001899960739,0.0893127230420509,0.156797112836752,0.087753752236857,NA,420,252,2,6,1.77550981100649,NA,NA,NA,3.9329132831662,1026.71057683206,-52.250553362421
0.0975487656563048,0.0518923453190924,0.104985620022796,0.0613656361940071,NA,459,522,6,8,0.513010728638619,NA,NA,NA,18.3212353005699,228.785590554365,41.107522135897
0.245703924512155,0.0389193487566107,0.138718594639536,0.0555971185119812,NA,422,589,2,8,0.856158641166985,NA,NA,NA,0.582368045856904,925.089289067974,18.9438370994509
0.13173172166201,0.082646467174841,0.118385973301888,0.0944965195056589,NA,588,114,4,6,1.02736110240221,NA,NA,NA,53.9399080516755,348.156492022551,15.4784630845371
0.109900761016852,0.0954818886557548,0.11548015698504,0.104540451435688,NA,434,290,5,3,0.548799637239426,NA,NA,NA,11.448360956942,20.0938015775675,10.7193538032211
0.160912410621934,0.0614810793553949,0.137782362162057,0.0722137064834222,NA,260,578,4,7,1.67423729412258,NA,NA,NA,30.6107959633883,1436.37174474917,31.1029108709314
0.206723473551905,0.242948482909027,0.13417591143644,0.139096204320208,NA,336,233,2,2,0.641852360218763,NA,NA,NA,3.34858721112303,1.75535121230249,-1.90521625118257
0.190536173061741,0.175604390265797,0.135871709809971,0.13461158850526,NA,191,572,2,4,1.14452935010195,NA,NA,NA,30.3808669364125,42.1083706657123,-31.7660055961734
0.0729793699778907,0.0964880601667613,0.0805629886911138,0.113324468514318,NA,398,165,6,8,0.985401540528983,NA,NA,NA,939.132263001142,307.349774520234,-7.91233332577209
0.0470809633401277,0.100132377272668,0.0605896591598425,0.0994250893705278,NA,594,118,8,2,0.0883482112549245,NA,NA,NA,47.2136349967458,2.30754772683788,2.84731279308546
0.0497826325911874,0.108209324155924,0.0609529621780813,0.114120861517764,NA,101,491,8,3,0.402082951273769,NA,NA,NA,634.812956829436,28.4379627180774,126.313913935358
0.0998472146869914,0.0363169568431745,0.111889347175443,0.041337384584561,NA,484,539,3,7,0.318611204158515,NA,NA,NA,24.3253712188519,1389.84220109906,-81.859071605155
0.201803543990248,0.0860016780588569,0.146345362840228,0.106793789109673,NA,247,211,3,5,1.75211394857615,NA,NA,NA,13.0272558356015,394.948434390347,69.1139237469125
0.0670143530906193,0.0606693102387882,0.0758957630495248,0.0672475042114267,NA,589,427,5,4,0.415747797582299,NA,NA,NA,64.6730750162185,96.2761244410002,48.9135044134301
