"hX","hT","hx","ht","a","b","c","nX","nT","sd","iter","time"
0.0140559116401994,0.0991140969736737,0.0149459899339146,0.0971418000714989,4.95,0.5,1.88423776580021,1218,888,0.151309070875868,6,180.558781147003
0.0264831273871377,0.132595579125848,0.0287600906773279,0.121613194543135,3.15,0.5,1.3216362609528,696,1451,0.384550628950819,5,174.493751049042
0.0561520392686501,0.0110833896507062,0.0557332612466741,0.0117062656890577,0.7,4.15,1.77056954428554,1360,1582,0.0743541726842523,4,351.6950340271
0.022643744983151,0.0822295100439817,0.023999105433944,0.0817466288859738,4.7,1.2,1.72677747579291,1127,1427,0.585146510740742,10,610.256325006485
0.00573011912766356,0.00698935906806081,0.00881868408675517,0.0106269433174424,4.7,3.85,1.15995148476213,1431,1364,0.00722792744636536,5,301.011248826981
0.0428117952220266,0.08168805141942,0.043241540530566,0.0797819539522716,1.25,0.6,1.58054908411577,1463,1412,0.260578190209344,4,410.250207901001
0.0566223449524077,0.0792113285890837,0.0574582760976896,0.0798323999978095,1.7,1.2,0.624065534677356,1665,632,0.759447880089283,5,187.915271997452
0.133691186156315,0.0227239502922305,0.123129056630578,0.0249568627530382,0.6,3.55,0.0523344073444605,1892,780,0.646898026578128,6,425.671135902405
0.0194920452735943,0.0645947861725903,0.0210916234675335,0.065151845379975,4.5,1.35,0.240051176864654,822,620,0.245052986545488,4,41.4657909870148
0.106934271475613,0.0841888336941968,0.101865669088766,0.0853316646350207,0.7,0.9,0.257350254338235,671,851,0.614252597093582,6,90.8547761440277
0.0418665070326701,0.034863730423133,0.0423629633629843,0.0365867030433369,2.7,3.25,1.76108070695773,1756,1648,0.849892659112811,4,580.484826087952
0.0384219198078221,0.0736075008239232,0.040024038963418,0.0739184907051822,2.4,1.25,0.161618152167648,764,816,0.441747232107446,5,71.0480279922485
0.0300258119280302,0.0550951977214479,0.0322678959231888,0.0564974087104755,4.15,2.25,0.731578207574785,701,1158,0.650166275445372,6,128.631644964218
0.0104735302569305,0.0390120768423313,0.0111559711314269,0.039070271059063,4.25,1.1,1.1059885006398,1260,1400,0.0556518093217164,4,251.037531137466
0.0404453270987087,0.0150225100564435,0.0409154941230465,0.0159868425050036,1.05,3,1.46266121836379,1485,546,0.0452517580706626,6,136.833844900131
0.0611144364664867,0.0296582372911844,0.0646307523259717,0.0307758259654979,2.35,4.85,0.196998871397227,884,740,0.934468062128872,11,151.969415903091
0.0344965635648981,0.057704784164289,0.0351927197934987,0.0574408619580158,2.7,1.55,1.90207634912804,1613,1733,0.648123667342588,4,617.198137998581
0.0285182315157916,0.0235101901963247,0.0299061652759083,0.0256104036046793,3.5,4.25,0.497916362714022,1481,1106,0.406160544371232,4,239.459360122681
0.0321954585382678,0.0464848484069478,0.0337568497222427,0.048235499036037,4.65,3.2,1.69706447934732,904,528,0.606172295985743,11,80.5947880744934
0.0568051966785116,0.0259356376251063,0.0568783449859869,0.0268703975591688,1.25,2.9,1.54465598985553,917,1134,0.21726019657217,11,298.393906116486
0.0442487932403891,0.0247516614129731,0.0443654800061749,0.0259641184160519,1.7,3.1,1.54159518703818,1762,1374,0.318862271960825,5,554.824015855789
0.0313240683874588,0.116015356183153,0.0328709538071172,0.111041893448724,2.8,0.7,0.941122868098319,1697,1776,0.960100712953135,6,1041.33103108406
0.00998560767923091,0.00965304677721401,0.0229721928436887,0.0222485193718148,1.3,1.35,1.40697746444494,1206,549,0.0013960818760097,4,59.3168478012085
0.0431820857209694,0.0272711714644433,0.0446489539896023,0.0284778139250628,2.45,3.9,0.664560069330037,618,1047,0.37589547643438,5,70.306174993515
0.0250061444561176,0.0335513296629947,0.0269128362420858,0.0356450511840925,4.5,3.35,0.585081992205232,566,1936,0.463301847456023,4,162.767559051514
0.0488530722571101,0.0104799217110471,0.0489270983744253,0.0111714711365541,0.9,4.45,1.24572652112693,502,926,0.0361984267365187,5,39.9677619934082
0.0470282647494958,0.0470282647494958,0.0480649367402143,0.0477576004124503,1.85,1.85,0.354808469302952,553,1049,0.369120214134455,5,66.6859180927277
0.0408856651648498,0.0554751103291703,0.0411064495915161,0.0562777286960873,1.35,1,0.405185240320861,1786,1212,0.263441764749587,4,416.099763870239
0.025594773924477,0.0226074039392239,0.0274938347528309,0.0238174951874671,4.15,4.7,0.874347846955061,1611,1188,0.435794090153649,5,350.650788068771
0.102863180064757,0.0332270380729432,0.0992675609007473,0.0350680992644272,1.05,3.5,1.67290364485234,674,1736,0.827507270034403,5,220.545070171356
0.0200977862288776,0.0896694618195051,0.0211441049089237,0.0888215518055784,3.7,0.8,0.716958707198501,1381,1847,0.473597846226767,5,691.33302116394
0.0343598035298889,0.032207283836462,0.0357656531284831,0.033333295941253,2.25,2.4,0.0717909461818635,1127,685,0.226841961732134,4,81.25910115242
0.129874087666195,0.0503431116190391,0.117762659370229,0.0534834717569035,0.35,1.35,1.50505637330934,815,1850,0.347149142064154,5,349.131794929504
0.141521653511489,0.0383306770599997,0.129128318756014,0.0418379799152973,0.45,2.05,0.943408943712711,1940,1685,0.799443125259131,5,1102.12249684334
0.0425512329128704,0.0368072255661274,0.0435221565368938,0.0374473515136656,2.15,2.5,1.73016032017767,655,994,0.272290451219305,5,73.2957329750061
0.0243308334793325,0.057781956465724,0.0254102055107216,0.0585165931403801,3.7,1.55,0.270649502985179,1129,1104,0.457103262189776,5,187.727807998657
0.048549848225763,0.0468642321026091,0.0497795024691795,0.0472756314064874,2.7,2.8,0.65748443454504,739,1097,0.930130051448941,5,111.264228105545
0.0658799582183083,0.044694982084967,0.0660112794906207,0.0452091512403346,0.85,1.25,0.749433452263474,713,1372,0.20439687371254,5,154.419103145599
0.0604927481170467,0.0462015457098583,0.0619913250906187,0.047581185586806,1.95,2.55,0.431110644713044,601,1719,0.9626803859137,4,153.694424152374
0.0479673249883482,0.024099093170623,0.0476353661715822,0.0258161605868896,1.6,3.2,0.336574866902083,1189,1126,0.302310798084363,5,214.812254905701
0.0782992485508574,0.0220479279530811,0.0774104950781908,0.0237754902222596,1.1,4.2,1.7198610776104,663,857,0.252441018819809,4,50.7040820121765
0.0312888580314785,0.0588768644018856,0.0338824690337671,0.0613442491575025,4.35,2.3,0.741862395312637,1121,544,0.710582017432898,4,57.7552409172058
0.0399103160363266,0.0247464578220616,0.0424162148868111,0.0261793403689395,3.1,5,0.0994105339050293,1755,584,0.653256297810003,6,183.093362092972
0.03365863136721,0.0388727536416021,0.0345010217940791,0.0400256365369039,2.55,2.2,1.21885054931045,1535,619,0.281142657622695,11,274.196300029755
0.0464687788426171,0.0280986940859447,0.0475328158249747,0.030206134688757,2.5,4.15,0.552100383676589,1635,892,0.721214196179062,5,268.920701980591
0.023190765282404,0.0262664170475547,0.024524951838853,0.0286698704484811,4.7,4.15,0.215482831466943,1586,516,0.351554413558915,11,195.612562894821
0.020312086527357,0.0426565871515189,0.0222464299667906,0.0434427865863946,4.2,2,0.0476204906590283,1468,1215,0.387361202156171,6,377.986159086227
0.0456391477822192,0.0420925594071146,0.0478215407006898,0.042843304357723,2.35,2.55,0.459238983225077,1427,1652,0.962126451544464,5,575.555799007416
0.0243980633333997,0.0274161814381998,0.0263822705319214,0.0291628251741777,4.55,4.05,0.112507512327284,1817,981,0.577330856118351,4,289.794187068939
0.0406000684633942,0.162877879671097,0.0441098747020034,0.134845444175906,2.45,0.45,1.4636152619496,1519,1106,0.891446009743959,6,454.600001096725
0.016338532456613,0.0603654265531662,0.0174266259843279,0.060381277738628,4.15,1.05,1.58434436842799,1670,1805,0.243455695221201,5,796.812549829483
0.0332263543125651,0.0548654362448698,0.0349066443419585,0.0557724496967404,3.25,1.95,1.46432365430519,1954,1865,0.993263327982277,5,1101.31147217751
0.0395846832091985,0.0412610690596679,0.0405359611489346,0.0431126858996431,2.45,2.35,0.503232987131923,1141,951,0.479924060869962,4,138.873048067093
0.0341083953606355,0.0562261031652321,0.0357288362663408,0.0574061452093183,3.5,2.1,1.47001776937395,1384,509,0.542880099033937,11,179.9172270298
0.0285789385157756,0.187599545456887,0.0320472765551797,0.153375902665221,3.5,0.3,1.34046254726127,1284,1997,0.730864471988752,5,784.000184059143
0.0433793118275082,0.0705936587922592,0.0448728309538167,0.070423071774163,1.95,1.15,1.29384172614664,1900,1744,0.744658056879416,4,788.792654037476
0.0307123771906619,0.0255081040834388,0.0315689248050452,0.0274247960788597,3.65,4.4,1.31571999797598,697,1571,0.399798160884529,11,302.572207927704
0.0312943079784894,0.138547360696064,0.0325323251670798,0.124200517197739,2.55,0.25,1.83781669195741,1623,1215,0.282540259649977,4,386.795964002609
0.0116914549626793,0.0292393888859943,0.0124313778527992,0.0294716984775059,4.35,1.7,1.47489911783487,1002,984,0.0501991685014218,5,114.035161972046
0.0672160002705226,0.022490189987148,0.0682550661846573,0.0236393007826951,1.2,3.6,0.216642608866096,1895,1561,0.552307166857645,6,970.41916513443
0.0368983109623763,0.0404048484584504,0.0387018853530509,0.0418796755648846,4,3.65,0.345313413999975,736,669,0.770506885368377,4,38.0125849246979
0.0311141568318193,0.0254152702389224,0.0321233411360877,0.0268268357185261,2.9,3.55,0.0228428300470114,1723,649,0.34348440147005,6,207.497112989426
0.0273281672766369,0.0617872296589141,0.0293830984144997,0.0622327179301184,3.4,1.5,0.139914700295776,1881,1758,0.858355982694775,5,951.793298959732
0.0280735875640097,0.0298791530154626,0.0300159725428811,0.0310042214279025,4.15,3.9,0.970934909768403,923,1925,0.596239919075742,5,354.686496973038
0.0409624700135377,0.11891287921684,0.0422349372557107,0.112729722514206,2.5,0.75,1.9206018303521,946,961,0.681317445589229,5,144.017390966415
0.0241757259964985,0.0241757259964985,0.0245132389360593,0.0245554388793385,1.8,1.8,0.10852859262377,1658,1418,0.102995635708794,5,470.28119802475
0.0245690046988424,0.0287187368715139,0.0257970778590889,0.0298495399224262,4.05,3.45,1.74407189013436,1175,1179,0.311447254614905,5,213.558820962906
0.114698555759158,0.0159796970914561,0.108549074044136,0.0169796067051514,0.35,3.8,1.09495231555775,548,1614,0.113544807536528,5,126.58696603775
0.0347090580404118,0.0483985235774515,0.0354525711152506,0.0494013753614537,2.65,1.9,0.519651291426271,1942,1863,0.851384083740413,4,893.51259303093
0.0303104677970976,0.135979256548137,0.0332255625063147,0.123834713021427,3.35,0.7,0.894637167919427,747,1497,0.824698938289657,5,225.190640926361
0.0407596837119915,0.0162847258928007,0.0406767925008046,0.0176160629941998,1.7,4.3,0.84574431553483,1337,1294,0.196119875181466,4,264.480927944183
0.050012092094056,0.0365085986018034,0.0516134778781341,0.0384120088028749,2.25,3.1,0.9358562794514,1557,652,0.609542607562616,4,138.487978935242
0.0535713018822969,0.0439666210856891,0.0547209888048551,0.0445752124238923,2.15,2.65,1.80629703961313,764,1628,0.737944724038243,4,184.548944950104
0.0418184282145399,0.0567190088347145,0.0436940517180464,0.0566660081565185,2.05,1.5,0.411402751691639,1496,1428,0.655309372348711,5,457.835336923599
0.0200032370462848,0.0265168268325328,0.0213708842713385,0.0277939599361923,4.05,3.05,0.934847940225154,1073,526,0.128883698722348,6,60.0441541671753
0.191326831543569,0.0891908756986803,0.124930946467523,0.0965385813085333,0.35,1.05,1.13649994274601,551,1843,0.955655893310905,4,185.752696037292
0.0258360062529507,0.0937174732875877,0.0276633337042853,0.0926358150417269,5,1.35,0.702530701644719,769,1064,0.846674097236246,5,114.626082897186
0.121245647650852,0.0401531885100247,0.113946469822812,0.0413545773977306,0.45,1.6,0.678519442677498,1784,1003,0.419663128908724,4,366.937023162842
0.0132559138479063,0.0234981294177487,0.0138330226530352,0.0242214061882053,3.9,2.2,0.0110951033420861,1955,1765,0.119020925601944,4,723.093541145325
0.101470396511032,0.0223340144072936,0.0990435141155644,0.0241781138361185,0.7,3.2,0.11505482904613,1615,1646,0.575181394582614,5,730.925790071487
0.0245786815083983,0.0231400825890843,0.0259894686311542,0.0254173306749507,4.05,4.3,0.314313753508031,1521,1121,0.391530213644728,6,338.031085968018
0.0284523848783624,0.110500254764471,0.0304528716975387,0.108937867434249,4.4,1.05,1.69469421217218,635,664,0.54503487679176,4,33.1254549026489
0.0282061623452936,0.0192049839309823,0.0296926716566688,0.0202636349579884,3.35,4.95,1.47311435686424,1833,1521,0.365378027781844,5,635.483455181122
0.0199462410749873,0.126304161393958,0.0210118159498763,0.121147549377418,3.75,0.2,1.95010826038197,1052,1733,0.139219142962247,4,358.697761058807
0.0384038471316403,0.0486914785306646,0.0398047684967108,0.050596807803284,3,2.35,1.00091694574803,1761,1217,0.933391285594553,5,493.320013999939
0.031836832389209,0.0418683055042633,0.0330236576280753,0.0436101284292406,4.75,3.6,1.29122037440538,1259,652,0.831873925635591,11,210.950234889984
0.0114340954012757,0.0462385525421509,0.0124702809813174,0.0476232720904101,4.5,1.1,0.536463836673647,1447,545,0.0641472295392305,6,105.788037061691
0.032810716767054,0.0831833173472134,0.0342618221210442,0.0832373162173721,2.95,1.15,0.506665517110378,1035,1059,0.60817117523402,5,180.298236131668
0.0302140301776945,0.0700971038110768,0.0321936282391769,0.0700608100555633,3.35,1.4,1.19326031208038,1576,1220,0.684355140896514,5,385.54743719101
0.0464751360154754,0.0325081831481902,0.0477502041432489,0.0342614155997504,2.4,3.45,0.98831083625555,1399,658,0.523655531695113,4,115.81103181839
0.0277586204111209,0.0158204829764011,0.0283350024281544,0.0168084808332952,2.6,4.6,1.29065175354481,594,1168,0.101336357882246,5,70.349986076355
0.452952592956088,0.0742136496036255,0.138954537074627,0.0966182536817288,0.05,2.45,0.934898973442614,676,1658,0.781180468620732,4,199.773516178131
0.0226174750395732,0.0132211156909785,0.0229962640764506,0.014041253620602,2.8,4.8,0.661027057562023,1945,542,0.0888677034527063,6,204.174004077911
0.0997087189693441,0.0355966642115278,0.0968526868149418,0.0370021509978116,0.65,2,1.0581558868289,1650,695,0.367754879407585,4,197.546070098877
0.0277745550869439,0.027479240248691,0.0293899028957521,0.0289981099834148,4.5,4.55,1.98597580334172,1684,1787,0.740126038901508,4,616.241460084915
0.0284731550163126,0.0673618133367516,0.0310173532513986,0.0672834884243538,4.4,1.85,0.773664082400501,1159,681,0.731552020646632,6,123.767456054688
0.0216545238619247,0.017571053605838,0.0221165342371852,0.0179813424292892,1.95,2.4,0.995590953156352,1825,1658,0.068711896892637,5,671.332499980927
0.195838616754812,0.0671501920151444,0.142166210481837,0.076947094563781,0.25,1.1,0.617892622947693,1589,664,0.429255058523268,11,479.317929983139
0.0411720429232893,0.0322165494291104,0.042697867899908,0.0334866719821319,2.3,2.95,0.533437517937273,1756,1889,0.725374613655731,4,757.905167102814
0.0245481816420174,0.242096431103742,0.0295159403201044,0.159996818356251,4.6,0.1,1.20878934301436,1507,1563,0.33441791171208,4,533.800169944763
0.0225588052770593,0.0329216455918417,0.0235135161070363,0.0346856782263524,4.85,3.3,1.64920629840344,1457,1188,0.436627748422325,5,301.628089904785
0.0753222393623997,0.0364225684342001,0.0758540259416609,0.0380750899621527,1.05,2.2,0.740676620975137,1425,1542,0.564556183293462,5,534.818012952805
0.0303076380111717,0.0989301941484233,0.0309308762052424,0.0962992823539756,1.4,0.4,0.224075720645487,1086,1942,0.158586595207453,4,471.311120986938
0.025881447527418,0.0428247116122359,0.0269750023751051,0.0437115595445035,4.75,2.85,1.58760228520259,1485,524,0.46780623216182,5,101.637226104736
0.0255041775905342,0.0288529279870926,0.0271971920042358,0.0296443108539882,4.3,3.8,1.8617093754001,1851,1131,0.473074114182964,8,611.709918022156
0.0476118861215469,0.0519898805002345,0.0486017941253052,0.0535843860440598,2.35,2.15,1.61200485657901,1900,732,0.742340813390911,4,231.266402006149
0.0552900729142033,0.0354140760277257,0.0551519627061162,0.0367964749311921,1.6,2.5,0.0931833768263459,1195,1421,0.633773226756603,5,336.482173919678
0.0232628617530371,0.0167462058037067,0.023789965153168,0.0174144393211758,2.65,3.7,1.15876272972673,1889,1851,0.160741882165894,5,849.816611051559
0.0501090990827953,0.0604714022368116,0.0503828650836293,0.0611117735014888,1.2,1,0.806898389011621,1683,911,0.282122609671205,4,265.297360897064
0.0330516215188949,0.0947002904421074,0.0352204066865457,0.0927752732206351,3.45,1.15,1.30777892097831,624,1427,0.694117652252316,4,115.034559011459
0.0222724480269557,0.0120962016835531,0.0225723703586646,0.0127646549811831,2.5,4.65,1.25168147170916,1273,1090,0.0668114619329572,4,173.23121213913
0.281607153841121,0.0588776145631494,0.142369086077437,0.0694509776578032,0.2,1.55,0.387201830744743,1797,577,0.651722113136202,5,246.782346963882
0.0390316057723908,0.0379039491427928,0.0393495621791586,0.0383756399293407,1.5,1.55,1.00850880378857,964,842,0.139382671564817,5,101.48562502861
0.0376635858911546,0.0376635858911546,0.0396733458804288,0.0392509264806903,3.25,3.25,1.58701413078234,1314,1669,0.845923763001338,4,408.615494012833
0.0249152122458681,0.023098872015367,0.0263767932834823,0.0242865714193207,3.2,3.45,0.639600386377424,1847,1031,0.249291266780347,4,311.237739086151
0.145349791916735,0.0608772468508243,0.123352511994749,0.0640020542993695,0.55,1.55,1.30258093494922,526,587,0.489882434718311,6,33.5088670253754
0.0354147543938579,0.0396959421601868,0.0365835218130766,0.0410201699158788,2.35,2.1,0.700972544960678,1143,1850,0.43789207842201,5,476.301194906235
0.0459007893588227,0.0203554576290357,0.0466926770884443,0.0222342475047362,1.95,4.4,0.373304690700024,1617,1668,0.51594828395173,5,633.991447925568
0.0163367273237603,0.0159356653383308,0.0173583509429484,0.0172359296056224,4,4.1,1.00786412134767,1764,583,0.0785560526419431,5,145.884110927582
0.0243494844820054,0.0275125007373967,0.0253105505487751,0.0290033339861124,3.85,3.4,0.758626386057585,989,1843,0.364112010691315,5,350.953855037689
0.058767281878095,0.0958453890270452,0.0583561575325925,0.0947063384010371,1.55,0.9,1.66756842005998,1661,757,0.744730145903304,4,213.934569835663
0.024391949874727,0.343583583951831,0.0334861686019084,0.163071730955243,3.25,0.05,0.281295613385737,896,1837,0.10914952098392,5,463.584880113602
0.0114082611982454,0.0170212001675943,0.012312653722587,0.0181393111177141,2.4,1.6,0.61678732605651,1516,1851,0.0214862045831978,6,637.845117092133
0.0373871740175875,0.0398729728152735,0.0399360426760933,0.0412744777581519,3.25,3.05,0.698873813264072,531,946,0.473122464492917,6,59.0468780994415
0.03741704504229,0.209704201131019,NA,NA,2.25,0.3,0.538572585210204,1228,1895,0.754519275156781,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
